video,time,text,likes,term,clean_text,sentiment
https://www.youtube.com/watch?v=zjvoFHCat8w,5 years ago,"Sir,
No vaccine or Pill can cure this condition. Integrative Medicine is only the field proven method to manage the Lymphatic filariasis. 
With Integrative treatment here in IAD we could reduce the the risk of Filariasis. We are glad to say that many of our patients found nearly 80% of reduction in limb size after the treatment.",,filariasis,"sir
no vaccine or pill can cure this condition integrative medicine is only the field proven method to manage the lymphatic filariasis 
with integrative treatment here in iad we could reduce the the risk of filariasis we are glad to say that many of our patients found nearly 80 of reduction in limb size after the treatment",negative
https://www.youtube.com/watch?v=zjvoFHCat8w,5 years ago,Filariasis is a parasitic worm nematode Infection not deformity.,,filariasis,filariasis is a parasitic worm nematode infection not deformity,neutral
https://www.youtube.com/watch?v=zjvoFHCat8w,5 years ago,"Lymphatic Filariais  is caused by microscopic worm that spread from person to person by the bite of infected mosquito. The worm damages the lymph nodes or causes the dilatation of the lymphatic vessels, by which flow of lymph fluid is impaired and cause massive lymphoedema (elephantiasis) of the legs ,arms breast, genital area. The patients usually present with symptoms like painful swelling on the one / both legs, arms & scrotum, along with fever and redness of the affected part. The skin also becomes much thickened and with over hanging folds which can resemble the foot of an elephant. Filariasis is the most common form of secondary lymphoedema worldwid",,filariasis,lymphatic filariais  is caused by microscopic worm that spread from person to person by the bite of infected mosquito the worm damages the lymph nodes or causes the dilatation of the lymphatic vessels by which flow of lymph fluid is impaired and cause massive lymphoedema elephantiasis of the legs arms breast genital area the patients usually present with symptoms like painful swelling on the one  both legs arms  scrotum along with fever and redness of the affected part the skin also becomes much thickened and with over hanging folds which can resemble the foot of an elephant filariasis is the most common form of secondary lymphoedema worldwid,negative
https://www.youtube.com/watch?v=zjvoFHCat8w,4 years ago,"Thanks for watching our video, But amputating or cutting a body part is not a good advice. We don't even recommend surgery for lymphatic filariasis. 
At IAD we offer integrative treatment for these patients, which can reduce the risk of filariasis. We are glad to say that many of our patients found a nearly 80% of reduction in limb size after the treatment.",,filariasis,"thanks for watching our video but amputating or cutting a body part is not a good advice we dont even recommend surgery for lymphatic filariasis 
at iad we offer integrative treatment for these patients which can reduce the risk of filariasis we are glad to say that many of our patients found a nearly 80 of reduction in limb size after the treatment",negative
https://www.youtube.com/watch?v=zjvoFHCat8w,5 years ago,"We would like to add to it that we have many successful examples also for oedema management.  I would like to invite your attention to the following link of a WHO publication. Please refer to page 80, Paragraph, 6.1.5 where the name of our centre is mentioned for being one of the solution providers for effective management of lymphoedema.


https://www.who.int/lymphatic_filariasis/resources/9789241599139/en/",,filariasis,we would like to add to it that we have many successful examples also for oedema management  i would like to invite your attention to the following link of a who publication please refer to page 80 paragraph 615 where the name of our centre is mentioned for being one of the solution providers for effective management of lymphoedema,positive
https://www.youtube.com/watch?v=zjvoFHCat8w,5 years ago,"Gostaríamos de informar que uma revista da OMS nos reconheceu como um dos centros de tratamento que fornece métodos de gerenciamento eficazes para o linfedema.

Pode ser baixado no seguinte link.
https://www.who.int/lymphatic_filariasis/resources/9789241599139/en/

Ver página 80, parágrafo 6.1.5",,filariasis,"gostaríamos de informar que uma revista da oms nos reconheceu como um dos centros de tratamento que fornece métodos de gerenciamento eficazes para o linfedema

pode ser baixado no seguinte link


ver página 80 parágrafo 615",negative
https://www.youtube.com/watch?v=zjvoFHCat8w,2 years ago,"नमस्ते,
 यह सच है कि फाइलेरिया को पूरी तरह से ठीक नहीं किया जा सकता है लेकिन इसे प्रबंधित किया जा सकता है।
यहां IAD में एकीकृत (Integrated )उपचार से हम फाइलेरिया के खतरे को कम कर सकते हैं।
हमें यह कहते हुए खुशी हो रही है कि हमारे कई रोगियों ने इलाज के बाद अंगों के आकार में लगभग 80% की कमी पाई है।
 इलाज के बारे में अधिक जानने के लिए आप हमसे व्हाट्सएप या ईमेल के जरिए संपर्क कर सकते हैं।
WhatsApp No: 09895588735
E-mail ID: iadorg@gmail.com
Our Address:
Institute of Applied Dermatology
MP XVII/779, Uliyathadka, Madhur Road, Kasaragod-671124 ,Kerala

Hi,
 It is an accepted fact that  Filariasis cannot be cured but it can be managed. 
With Integrative treatment here in IAD, we could reduce the risk of Filariasis.  
We are glad to say that many of our patients found a nearly 80% of reduction in limb size after the treatment.
To know more about our treatment procedures kindly contact us 
WhatsApp No: 09895588735
E-mail ID: iadorg@gmail.com
Our Address:
Institute of Applied Dermatology
MP XVII/779, Uliyathadka, Madhur Road, Kasaragod-671124 ,Kerala",,filariasis,"नमसत
 यह सच ह क फइलरय क पर तरह स ठक नह कय ज सकत ह लकन इस परबधत कय ज सकत ह
यह iad म एककत integrated उपचर स हम फइलरय क खतर क कम कर सकत ह
हम यह कहत हए खश ह रह ह क हमर कई रगय न इलज क बद अग क आकर म लगभग 80 क कम पई ह
 इलज क बर म अधक जनन क लए आप हमस वहटसएप य ईमल क जरए सपरक कर सकत ह
whatsapp no 09895588735
email id iadorgcom
our address
institute of applied dermatology
mp xvii779 uliyathadka madhur road kasaragod671124 kerala

hi
 it is an accepted fact that  filariasis cannot be cured but it can be managed 
with integrative treatment here in iad we could reduce the risk of filariasis  
we are glad to say that many of our patients found a nearly 80 of reduction in limb size after the treatment
to know more about our treatment procedures kindly contact us 
whatsapp no 09895588735
email id iadorgcom
our address
institute of applied dermatology
mp xvii779 uliyathadka madhur road kasaragod671124 kerala",positive
https://www.youtube.com/watch?v=zjvoFHCat8w,5 years ago (edited),Filariasis is a parasitic infection not a deformity. The parasite clogs the lymphatic system,,filariasis,filariasis is a parasitic infection not a deformity the parasite clogs the lymphatic system,neutral
https://www.youtube.com/watch?v=zjvoFHCat8w,4 years ago,But filariasis can lead to deformities.,,filariasis,but filariasis can lead to deformities,neutral
https://www.youtube.com/watch?v=zjvoFHCat8w,5 years ago,Lymphatic filariasis is common in some specific area(endemic area). People who lives in these endemic area are at risk. It is painful when got infected with cellulitis and become fatal rarely when it (cellulitis)is not treated properly . Treatment has to be continued long term.,,filariasis,lymphatic filariasis is common in some specific areaendemic area people who lives in these endemic area are at risk it is painful when got infected with cellulitis and become fatal rarely when it cellulitisis not treated properly  treatment has to be continued long term,negative
https://www.youtube.com/watch?v=zjvoFHCat8w,6 years ago,"Hello Saurabh Kumar,

Hamara treatment home based self-care treatment he. Yeh treatment ghar mein bhi continue karna he, tho swelling kamm ho jayega. Yeh treatment hathi paun (Filariasis), fever ko control kartha hain. 

Is number par call kare aur hamare treatment experts se direct baath kare. Woh aapke sabhi doubts ko clear karenge : +914994240862, +914994240863, +919895588735",,filariasis,"hello saurabh kumar

hamara treatment home based selfcare treatment he yeh treatment ghar mein bhi continue karna he tho swelling kamm ho jayega yeh treatment hathi paun filariasis fever ko control kartha hain 

is number par call kare aur hamare treatment experts se direct baath kare woh aapke sabhi doubts ko clear karenge  914994240862 914994240863 919895588735",positive
https://www.youtube.com/watch?v=FnevZV3IYlA,1 year ago,"We provide Integrative treatment for Lymphatic filariasis. It is the combination of allopathy, Ayurved and Yoga. So 14 days of treatment at our center is necessary. After the treatment patient can continue self-care procedures at home. If you are unable to visit our centre in Kerala, India, please contact us for an online consultation. Our clinical team will evaluate the condition and let you know of any viable alternatives. Contact our WhatsApp number to schedule an online appointment
WhatsApp Number: 09895588735 Email ID: iadorg@gmail.com",,filariasis,"we provide integrative treatment for lymphatic filariasis it is the combination of allopathy ayurved and yoga so 14 days of treatment at our center is necessary after the treatment patient can continue selfcare procedures at home if you are unable to visit our centre in kerala india please contact us for an online consultation our clinical team will evaluate the condition and let you know of any viable alternatives contact our whatsapp number to schedule an online appointment
whatsapp number 09895588735 email id iadorgcom",positive
https://www.youtube.com/watch?v=FnevZV3IYlA,1 year ago,"The treatment cost depends on the size and circumference of the limb, duration of treatment, time needed to manage the condition, and materials and medicines needed. So we have to assess the condition before estimating the cost. 
Approximate cost for Lymphedema (including Lymphatic Filariasis)  ranges from Rs. 40,000 to Rs. 85,000.   To Know more about the treatment feel free to contact us
WhatsApp No: 09895588735
e-mail ID : iadorg@gmail.com",,filariasis,"the treatment cost depends on the size and circumference of the limb duration of treatment time needed to manage the condition and materials and medicines needed so we have to assess the condition before estimating the cost 
approximate cost for lymphedema including lymphatic filariasis  ranges from rs 40000 to rs 85000   to know more about the treatment feel free to contact us
whatsapp no 09895588735
email id  iadorgcom",positive
https://www.youtube.com/watch?v=batvfB7TAME,9 months ago,The main cause of Lymphatic Filariasis is parasitic roundworms. These parasites transmit the disease to humans by the bite of a mosquito.,,filariasis,the main cause of lymphatic filariasis is parasitic roundworms these parasites transmit the disease to humans by the bite of a mosquito,neutral
https://www.youtube.com/watch?v=F8MgUmakfxU,4 years ago,"Kindly watch Telugu version  by clicking on the below link
https://www.youtube.com/watch?v=bYDT71aTjmg


We have to assess the condition before estimating the treatment cost. It is depends on the size and circumference of the limb, duration of treatment, the time needed to manage the condition, materials and medicines needed. 

For Lymphedema (including Lymphatic Filariasis) it ranges from Rs. 40,000 to Rs. 85,000.

For more information,  feel free to contact us. Our contact details are:
WhatsApp No: 09895588735
e-mail ID: iadorg@gmail.com",,filariasis,"kindly watch telugu version  by clicking on the below link



we have to assess the condition before estimating the treatment cost it is depends on the size and circumference of the limb duration of treatment the time needed to manage the condition materials and medicines needed 

for lymphedema including lymphatic filariasis it ranges from rs 40000 to rs 85000

for more information  feel free to contact us our contact details are
whatsapp no 09895588735
email id iadorgcom",positive
https://www.youtube.com/watch?v=z0iViijDgKo,2 years ago,Sir mujhe filariasis ho gaya he magar 3no test negative aaya he mujhe kya karna chahiye  ????,,filariasis,sir mujhe filariasis ho gaya he magar 3no test negative aaya he mujhe kya karna chahiye,negative
https://www.youtube.com/watch?v=z0iViijDgKo,2 years ago,Sir mera filariasis IgG posative hai aur IgM negative hai t kya mera microfaleriya thik ho gya hai,,filariasis,sir mera filariasis igg posative hai aur igm negative hai t kya mera microfaleriya thik ho gya hai,negative
https://www.youtube.com/watch?v=UnwZ6bsk4a0,1 year ago,"At present Integrative treatment for Filariasis is availbale only in our center.  If possible kindly visit us. We also offer online consultations. To schedule an appointment for online consultations, please call 09895588735.
WhatsApp Number: 09895588735 Email ID: iadorg@gmail.com",,filariasis,"at present integrative treatment for filariasis is availbale only in our center  if possible kindly visit us we also offer online consultations to schedule an appointment for online consultations please call 09895588735
whatsapp number 09895588735 email id iadorgcom",positive
https://www.youtube.com/watch?v=f30vNUc0c10,6 months ago,"Acharaya ji bhi filariasis se bahut pareshan hu, bahut lambe samay se",,filariasis,acharaya ji bhi filariasis se bahut pareshan hu bahut lambe samay se,neutral
https://www.youtube.com/watch?v=FaRvmqKMqbA,1 year ago,"Jhoot Bol rha H, Filariasis Ka Treatment H Allopathic M",,filariasis,jhoot bol rha h filariasis ka treatment h allopathic m,neutral
https://www.youtube.com/watch?v=xsXwIKxF0RM,7 years ago,Sir mere Pav me filariasis ak sal se he uske liye kuch upay bataiye,,filariasis,sir mere pav me filariasis ak sal se he uske liye kuch upay bataiye,neutral
