query,title,link,published,snippet
filariasis India,Lymphatic Filariasis - Drishti IAS,https://news.google.com/rss/articles/CBMigAFBVV95cUxOSDZhTnh4SFkyLVVBWHgtVFJvU0V5ZHo1czUzRlEwX2JuU1BRdXc2ajNGUmpfdGlnQnZWYmIzZkJjM0NibHdkVVFqZk9LNWZGSi1HOFdqOXh3dG9DdFhHb2VIX0FrZDRIdWJyMDNKb1hEVGhGbDJUV2VjX2I3WmJzMw?oc=5,2024-02-14,"<a href=""https://news.google.com/rss/articles/CBMigAFBVV95cUxOSDZhTnh4SFkyLVVBWHgtVFJvU0V5ZHo1czUzRlEwX2JuU1BRdXc2ajNGUmpfdGlnQnZWYmIzZkJjM0NibHdkVVFqZk9LNWZGSi1HOFdqOXh3dG9DdFhHb2VIX0FrZDRIdWJyMDNKb1hEVGhGbDJUV2VjX2I3WmJzMw?oc=5"" target=""_blank"">Lymphatic Filariasis</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Drishti IAS</font>"
filariasis India,The alarming effects of climate change on lymphatic filariasis in India - India Today,https://news.google.com/rss/articles/CBMiyAFBVV95cUxQa3dIZmlPUUlka3V1RkxMenpiOTJuekNseHpzS2xjdDNrUmEwaWU1ZEIweTQ2SmZRS2FXS2NkQnBKLU5ta19PN2NxVkpIR0I1aTB0Z1F0NGY2cmd6SU1nVEh2VWRnN05JMXVZYlBUblNGSGEzazNCQjRVTVNsNXhvSW1OMUI1NVZWVGZrMkRrQmxoeGdkZ1VVWko1MnVCMEdTSGktbVY2cXMxTkpITTJManJRX0dkbnpRYVl2ejVzcjRveDVSRzBMcNIBzgFBVV95cUxPWm03bnJ2X1pudTJSc2hKSWxzLUZQZDVwNHY0NWtZZkNVVmtxaEJXSVBXRkVObGNRbkdzeHFwREt3SlVIdmU3QXpfVVFQekJSeTFVcGE1aExoekotUFZnR25zZjhITzFNV01oalZkVjV1b2wzM1pnRlNVRTd6OGNUZG52dHZhTkcyMTdNM2JTaUZpUjZkVFhsMXpHZ05KNkJoT0FTM1JGVmZKN29NQnpwMmhhcVViWk45X01hamtrOXJCTXhOZFhYXzE5STVZZw?oc=5,2023-06-30,"<a href=""https://news.google.com/rss/articles/CBMiyAFBVV95cUxQa3dIZmlPUUlka3V1RkxMenpiOTJuekNseHpzS2xjdDNrUmEwaWU1ZEIweTQ2SmZRS2FXS2NkQnBKLU5ta19PN2NxVkpIR0I1aTB0Z1F0NGY2cmd6SU1nVEh2VWRnN05JMXVZYlBUblNGSGEzazNCQjRVTVNsNXhvSW1OMUI1NVZWVGZrMkRrQmxoeGdkZ1VVWko1MnVCMEdTSGktbVY2cXMxTkpITTJManJRX0dkbnpRYVl2ejVzcjRveDVSRzBMcNIBzgFBVV95cUxPWm03bnJ2X1pudTJSc2hKSWxzLUZQZDVwNHY0NWtZZkNVVmtxaEJXSVBXRkVObGNRbkdzeHFwREt3SlVIdmU3QXpfVVFQekJSeTFVcGE1aExoekotUFZnR25zZjhITzFNV01oalZkVjV1b2wzM1pnRlNVRTd6OGNUZG52dHZhTkcyMTdNM2JTaUZpUjZkVFhsMXpHZ05KNkJoT0FTM1JGVmZKN29NQnpwMmhhcVViWk45X01hamtrOXJCTXhOZFhYXzE5STVZZw?oc=5"" target=""_blank"">The alarming effects of climate change on lymphatic filariasis in India</a>&nbsp;&nbsp;<font color=""#6f6f6f"">India Today</font>"
filariasis India,Mass drug administration campaign to eliminate Lymphatic Filariasis launched | Latest News India - Hindustan Times - Hindustan Times,https://news.google.com/rss/articles/CBMi_gFBVV95cUxNd0tFZlk4UXhYVjZxeDRnelhSRTB3VUc2eWIzN3FSMEcyX1JzZ3VHc3V0OWRVRkRlZ3U2V21FWG0wYVdBdUVua1N6N3lJMEdXc0dFczFtZzQ1U3FuYlF0bllLMDZDNF9VY1lMNWtTZkljN2JkTkQyQm1ZRDZZRlJQY3pUMVUxR2ZGWUNVNlRTLUFuU0hOdEFoWFJrdVBuSno3azNEdDdPeDE4djJHZkZNSk85dktZUFp6LVNwcnA1dkJBV3VXeWE1QmFBWkUzM2NwUnp1enZRMy02YWNwMURvT2pPc2M4Qy0ta2xuY1JtQTJsaDFJTTZmbW5tLVdYd9IBgwJBVV95cUxOMkZhNWkzM2FEWk1FbHQ0dWUzaXh2clVFVW1GcXk0b3NqNlZlVnV6VVNGb2twMUc3WVhhdzNMV0hNSTZ3ZFotUUswdWFiYjg3YldBbXJSUjd5LU1hQVYtTThYUTNpcGZtRGxITURYTkY1NGxXczBRMFZwdlRxT05pSGNhcEtKcXRZOV84Wlpka1o3M0hpcVlVaXlqckp4QjBnbVg0RzNHS1p2WkpILTFST2JWOXpNOTg1V3VmUlZZYzVhNWxrbVhtb3UxRHBpUlRyWjM5bFRRT2lLQl95UmxmeXZQekJnSWQ5enJfNTRwYVgtaC1fZTJrY2cya3owODN0TXQ0?oc=5,2023-08-10,"<a href=""https://news.google.com/rss/articles/CBMi_gFBVV95cUxNd0tFZlk4UXhYVjZxeDRnelhSRTB3VUc2eWIzN3FSMEcyX1JzZ3VHc3V0OWRVRkRlZ3U2V21FWG0wYVdBdUVua1N6N3lJMEdXc0dFczFtZzQ1U3FuYlF0bllLMDZDNF9VY1lMNWtTZkljN2JkTkQyQm1ZRDZZRlJQY3pUMVUxR2ZGWUNVNlRTLUFuU0hOdEFoWFJrdVBuSno3azNEdDdPeDE4djJHZkZNSk85dktZUFp6LVNwcnA1dkJBV3VXeWE1QmFBWkUzM2NwUnp1enZRMy02YWNwMURvT2pPc2M4Qy0ta2xuY1JtQTJsaDFJTTZmbW5tLVdYd9IBgwJBVV95cUxOMkZhNWkzM2FEWk1FbHQ0dWUzaXh2clVFVW1GcXk0b3NqNlZlVnV6VVNGb2twMUc3WVhhdzNMV0hNSTZ3ZFotUUswdWFiYjg3YldBbXJSUjd5LU1hQVYtTThYUTNpcGZtRGxITURYTkY1NGxXczBRMFZwdlRxT05pSGNhcEtKcXRZOV84Wlpka1o3M0hpcVlVaXlqckp4QjBnbVg0RzNHS1p2WkpILTFST2JWOXpNOTg1V3VmUlZZYzVhNWxrbVhtb3UxRHBpUlRyWjM5bFRRT2lLQl95UmxmeXZQekJnSWQ5enJfNTRwYVgtaC1fZTJrY2cya3owODN0TXQ0?oc=5"" target=""_blank"">Mass drug administration campaign to eliminate Lymphatic Filariasis launched | Latest News India - Hindustan Times</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Hindustan Times</font>"
filariasis India,"Scaling-up filariasis lymphoedema management into the primary health care system in Kerala State, Southern India: a case study in healthcare equity - Infectious Diseases of Poverty",https://news.google.com/rss/articles/CBMifEFVX3lxTE5yaDdCdVRUTUZkX3F5MVQwOUNnOTNtOUpLV0pHdlgySXFaelgycHl2amZsMF9Nc0d6bXI2bFYzZHF0WXE5QzU3ZjR6cS1VRnVKV0Z6M2dsWFlRVWxUTGRHcENPYXFWV1FtcEJrQ1Y0STg1RUUzWG55eHRnN0Q?oc=5,2022-01-18,"<a href=""https://news.google.com/rss/articles/CBMifEFVX3lxTE5yaDdCdVRUTUZkX3F5MVQwOUNnOTNtOUpLV0pHdlgySXFaelgycHl2amZsMF9Nc0d6bXI2bFYzZHF0WXE5QzU3ZjR6cS1VRnVKV0Z6M2dsWFlRVWxUTGRHcENPYXFWV1FtcEJrQ1Y0STg1RUUzWG55eHRnN0Q?oc=5"" target=""_blank"">Scaling-up filariasis lymphoedema management into the primary health care system in Kerala State, Southern India: a case study in healthcare equity</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Infectious Diseases of Poverty</font>"
filariasis India,"Where there’s a will, there’s a way: Jharkhand offers cure in a bowl - World Health Organization (WHO)",https://news.google.com/rss/articles/CBMiwwFBVV95cUxQSld1Ny0zTnRLLWxPQnNRN25UUFhWMHhkZDktcmlqdFF4YTVNQk9xVzJNenRpMlJaMGw1czVNMGVGQjRrSGEtVk5QQ0JKWDZhN1l5OWF6T2RnZ08wUDFGcE5fSGxzel9ieHpFdG5mTHpjT2lfdWJMWEdQZDdBYWF4TGp6ZnBWVWZOa3psR0FvblhDZF9xMUpQWktiODNTeVJROEpfZm9rYkpZTmc0M2ZKU0lmQ0pLel9iYl92VC1qeWs2R0E?oc=5,2020-10-12,"<a href=""https://news.google.com/rss/articles/CBMiwwFBVV95cUxQSld1Ny0zTnRLLWxPQnNRN25UUFhWMHhkZDktcmlqdFF4YTVNQk9xVzJNenRpMlJaMGw1czVNMGVGQjRrSGEtVk5QQ0JKWDZhN1l5OWF6T2RnZ08wUDFGcE5fSGxzel9ieHpFdG5mTHpjT2lfdWJMWEdQZDdBYWF4TGp6ZnBWVWZOa3psR0FvblhDZF9xMUpQWktiODNTeVJROEpfZm9rYkpZTmc0M2ZKU0lmQ0pLel9iYl92VC1qeWs2R0E?oc=5"" target=""_blank"">Where there’s a will, there’s a way: Jharkhand offers cure in a bowl</a>&nbsp;&nbsp;<font color=""#6f6f6f"">World Health Organization (WHO)</font>"
filariasis India,"Lymphatic filariasis not neglected disease for India, multi-drug administration to be held twice a year: M - The Economic Times",https://news.google.com/rss/articles/CBMirAJBVV95cUxOYjhValpubnFaeHRXWV9xM1hxcmZZRnU0MzJ5c3VyRi05MGVHeU9SNmdnYmwwaWNyYmVsRGw2TzFnQ2wzRHM1d2VmYjlsdmJERGhvcXhwMUlYa1FESnpzWVo3WnRLdW1ObDZNNXRKa0hIamFYRVZKa1dNVUZSSXQ3a3NDbHdhU1dFNkdGdXo2U2hBa2dCMEFES2xfWFMxSXZlaUd2amV6d1RVMmZESTFSdjQwRHNQcURGZ0VRYkR0RmlOQnhlVFVXa091QTctT2FBQzhqb1ctOUtJbFk0T2JjTF9ZTUFrLXZodExWdnhEMEtQaE83WnRuMlhoTTBDcjhYMXh4czJiRWQzTVlBZTItUXV3TWQzMDhOUDlKOW9tc0IyX0R5YlctR3pQUm_SAbICQVVfeXFMTXQzWmxuTmFDMENva2JVUzVyV3EydEdsVDBtejNBRTNsVHlIYkZfenpDb3hBNkliX204X1J4eFpINnFZSWpjUFp5V053VTI3NDh0OG5BYmd0MTltbWtwakVDVEZ4QjhraGpiMXE2Q0EteFNRbEI0dDVuaFc0MXlaTTJMMEEtbXhyeDJyN29oTmg5WGEyZjdjRV96S25qX3NpdHhEWUR5alotcHY2S1RwYXlIMkRlUjhXelR4Y0pkWHFCd0pWcHBFdTdvQTE0bUpVMXVydDhyejZZS3Q5QWhtdU9wbGV4T0RQM0N4S1UwWWtCZGRCVmJkSmphd0FFLU1TVFlmUkZEVldPZmppRjdMSXJiRE4xU2FEMEQzMzNUejczU19xa2h3YlBQOWRGcmQ0Ymxn?oc=5,2023-01-13,"<a href=""https://news.google.com/rss/articles/CBMirAJBVV95cUxOYjhValpubnFaeHRXWV9xM1hxcmZZRnU0MzJ5c3VyRi05MGVHeU9SNmdnYmwwaWNyYmVsRGw2TzFnQ2wzRHM1d2VmYjlsdmJERGhvcXhwMUlYa1FESnpzWVo3WnRLdW1ObDZNNXRKa0hIamFYRVZKa1dNVUZSSXQ3a3NDbHdhU1dFNkdGdXo2U2hBa2dCMEFES2xfWFMxSXZlaUd2amV6d1RVMmZESTFSdjQwRHNQcURGZ0VRYkR0RmlOQnhlVFVXa091QTctT2FBQzhqb1ctOUtJbFk0T2JjTF9ZTUFrLXZodExWdnhEMEtQaE83WnRuMlhoTTBDcjhYMXh4czJiRWQzTVlBZTItUXV3TWQzMDhOUDlKOW9tc0IyX0R5YlctR3pQUm_SAbICQVVfeXFMTXQzWmxuTmFDMENva2JVUzVyV3EydEdsVDBtejNBRTNsVHlIYkZfenpDb3hBNkliX204X1J4eFpINnFZSWpjUFp5V053VTI3NDh0OG5BYmd0MTltbWtwakVDVEZ4QjhraGpiMXE2Q0EteFNRbEI0dDVuaFc0MXlaTTJMMEEtbXhyeDJyN29oTmg5WGEyZjdjRV96S25qX3NpdHhEWUR5alotcHY2S1RwYXlIMkRlUjhXelR4Y0pkWHFCd0pWcHBFdTdvQTE0bUpVMXVydDhyejZZS3Q5QWhtdU9wbGV4T0RQM0N4S1UwWWtCZGRCVmJkSmphd0FFLU1TVFlmUkZEVldPZmppRjdMSXJiRE4xU2FEMEQzMzNUejczU19xa2h3YlBQOWRGcmQ0Ymxn?oc=5"" target=""_blank"">Lymphatic filariasis not neglected disease for India, multi-drug administration to be held twice a year: M</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The Economic Times</font>"
filariasis India,Maharashtra armed with triple-drug therapy to fight elephantiasis - The Hindu,https://news.google.com/rss/articles/CBMiywFBVV95cUxQbXgxWjNDZngxSUlIT2s5UklTaUdKN1RROERhR2hOaVdudVFEUVJaQWFELVJINlU0NEd4dEpYVEFGeEVWTnB4N1BmUHMzX21GVkRXOUxISlh1R0otZGxrXzcwTmg4M3BiMkJYc3Q3OUYyalAzQm1hOUYyUjB5Rk9vV3VYbS1mN0IwUDRBdENfdXJ4VTdwaEM2N3h5TzRqTmtDcURMQjRERkxsd2M0alhGbURoMkhEZjVyU2ZFT2EwUHRzalNjYlRnVHVzRdIB0gFBVV95cUxOUnNYQ3ExX1dad1hjekd3UFZsX2lWYndrWGZNdjk0RkEydm53LXk3am11V2h2UlFIMWxieUVRSGVtMWxMQjFreWtrTTVFMTFZLTJXYjhSdl9hakpIbnItMFBOQ1JvQ3NVcjlKNkhwNlR0MHZ6VTdNUVBSSlN1dFF0dTFuSHhDYWdCVmhJc0p4bHZsUW9hUGFNNktCNlByS18zd3NnUjZBd0FZcGl6aGx3aTc4UVR1U3pwSHhLQzNLWmI5RmI5Sll2VVlrRzlqeDNpVkE?oc=5,2019-01-21,"<a href=""https://news.google.com/rss/articles/CBMiywFBVV95cUxQbXgxWjNDZngxSUlIT2s5UklTaUdKN1RROERhR2hOaVdudVFEUVJaQWFELVJINlU0NEd4dEpYVEFGeEVWTnB4N1BmUHMzX21GVkRXOUxISlh1R0otZGxrXzcwTmg4M3BiMkJYc3Q3OUYyalAzQm1hOUYyUjB5Rk9vV3VYbS1mN0IwUDRBdENfdXJ4VTdwaEM2N3h5TzRqTmtDcURMQjRERkxsd2M0alhGbURoMkhEZjVyU2ZFT2EwUHRzalNjYlRnVHVzRdIB0gFBVV95cUxOUnNYQ3ExX1dad1hjekd3UFZsX2lWYndrWGZNdjk0RkEydm53LXk3am11V2h2UlFIMWxieUVRSGVtMWxMQjFreWtrTTVFMTFZLTJXYjhSdl9hakpIbnItMFBOQ1JvQ3NVcjlKNkhwNlR0MHZ6VTdNUVBSSlN1dFF0dTFuSHhDYWdCVmhJc0p4bHZsUW9hUGFNNktCNlByS18zd3NnUjZBd0FZcGl6aGx3aTc4UVR1U3pwSHhLQzNLWmI5RmI5Sll2VVlrRzlqeDNpVkE?oc=5"" target=""_blank"">Maharashtra armed with triple-drug therapy to fight elephantiasis</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The Hindu</font>"
filariasis India,WEST BENGAL: Stopping transmission and providing care services to end lymphatic filariasis - World Health Organization (WHO),https://news.google.com/rss/articles/CBMi4gFBVV95cUxOU01tUHZwXzhWWG5FUW01VHlYLTVVblZlVS16azBEb3ltckxBaUt3TGxCa3ZEeDhjSWZCZ1BkUFg4R2x1Ry1CWlZja1Jwa0RMSFVoTzJWTlNQakRtWFhVTkIwdzA3SF9kX0lpcW1jdnJWWEJSMk9WLWh0S2tDd3k2UWFWVi1FQWlLYWFBQ2xval84d2JSVS1yeGdDZEdqRnRrazFyWnB2QkZwNHdCSEc0QUlMZ2JRUndqdmVVTDY0QWU2WGU4Y1N2ZS1JRVFkb0Z4QzlSVGFueXlfazNkbGhUbWZn?oc=5,2021-04-07,"<a href=""https://news.google.com/rss/articles/CBMi4gFBVV95cUxOU01tUHZwXzhWWG5FUW01VHlYLTVVblZlVS16azBEb3ltckxBaUt3TGxCa3ZEeDhjSWZCZ1BkUFg4R2x1Ry1CWlZja1Jwa0RMSFVoTzJWTlNQakRtWFhVTkIwdzA3SF9kX0lpcW1jdnJWWEJSMk9WLWh0S2tDd3k2UWFWVi1FQWlLYWFBQ2xval84d2JSVS1yeGdDZEdqRnRrazFyWnB2QkZwNHdCSEc0QUlMZ2JRUndqdmVVTDY0QWU2WGU4Y1N2ZS1JRVFkb0Z4QzlSVGFueXlfazNkbGhUbWZn?oc=5"" target=""_blank"">WEST BENGAL: Stopping transmission and providing care services to end lymphatic filariasis</a>&nbsp;&nbsp;<font color=""#6f6f6f"">World Health Organization (WHO)</font>"
filariasis India,"Meeting on cross-border collaboration for elimination of malaria, kala-azar and lymphatic filariasis along the India-Nepal international border - World Health Organization (WHO)",https://news.google.com/rss/articles/CBMizwJBVV95cUxPRTFXYXFySl9mMk9jblY3aDBXYUwzaUtNZ3FiLU5zdUdtaWZUUmRNbUpCaWI3cll2WUdTdGhUOFJ5YUxDTkF3d2NiS0lFM3g5SnZ0Nlhmb2hxdlFCVVBUcjUySkk0bHE1TC1hd0pjU2JpSUxOSVpGY1ozV2dsQlE5cEcxbC1DS2tEaE5Icy1wYlVRWGhmY2FWQ01vLUZxZ01veUtxb2lsVWJDWmw5a1EyRW9VWVllSzN1RTdWaHZ3SVdHWFo5YnZCRG9ZOUhxQzI1R0F5UXFKWWt4SmpGTzBYNUF1NDVKX0JCVGJqR05rSEZ0RjQ4QjRxYkw4Wkx3QTk3Z2U2TUtzc0dkX1VCRERfOEpEWUMxczlrNVZXd01MdUUyZk4wb0NlMWxUdkRINThORlM4MUp3LXpMQ2ZVNmJYNURNVGZ1NENld0pOMWlsZw?oc=5,2023-09-12,"<a href=""https://news.google.com/rss/articles/CBMizwJBVV95cUxPRTFXYXFySl9mMk9jblY3aDBXYUwzaUtNZ3FiLU5zdUdtaWZUUmRNbUpCaWI3cll2WUdTdGhUOFJ5YUxDTkF3d2NiS0lFM3g5SnZ0Nlhmb2hxdlFCVVBUcjUySkk0bHE1TC1hd0pjU2JpSUxOSVpGY1ozV2dsQlE5cEcxbC1DS2tEaE5Icy1wYlVRWGhmY2FWQ01vLUZxZ01veUtxb2lsVWJDWmw5a1EyRW9VWVllSzN1RTdWaHZ3SVdHWFo5YnZCRG9ZOUhxQzI1R0F5UXFKWWt4SmpGTzBYNUF1NDVKX0JCVGJqR05rSEZ0RjQ4QjRxYkw4Wkx3QTk3Z2U2TUtzc0dkX1VCRERfOEpEWUMxczlrNVZXd01MdUUyZk4wb0NlMWxUdkRINThORlM4MUp3LXpMQ2ZVNmJYNURNVGZ1NENld0pOMWlsZw?oc=5"" target=""_blank"">Meeting on cross-border collaboration for elimination of malaria, kala-azar and lymphatic filariasis along the India-Nepal international border</a>&nbsp;&nbsp;<font color=""#6f6f6f"">World Health Organization (WHO)</font>"
filariasis India,"Lymphatic Filariasis in India: Climate change, poor treatment compliance continue to be major challenges - financialexpress.com",https://news.google.com/rss/articles/CBMiowJBVV95cUxNZ0JvWGhuTE1YbS02NUhqRDNRTjNHaGQ5SG5PZXB6Z3BrcFRnal91dkRIX3NxSWxROXZzWWoyYlk3QmtPLWp3eHBROUMyZDlfOExMZ01sVWpsamRPRXBtb252VDdYZHRlY1VnMUpjNmxjclIyUDd2cWZuakJzTTlvV1RTUklTTWFaczMxUGFyTjVBUi1jcER6NHgzd01OQnJZMGphNTQ1aGdhTU5SY2FPelhHMEZwbjNteC1sTGFZSXpfLWo4Z0RVVndNZHFGTUtFZnpXaEtSeDB3MjZlT1dOZUxkeEU0bnRkazFCSW9rTExXanJORlBGRzBfX2RoUi1xMGptenkzRWNlZXozeVNzd3JxYVNkUUZPWTVlVEF5NUg3NlE?oc=5,2023-07-31,"<a href=""https://news.google.com/rss/articles/CBMiowJBVV95cUxNZ0JvWGhuTE1YbS02NUhqRDNRTjNHaGQ5SG5PZXB6Z3BrcFRnal91dkRIX3NxSWxROXZzWWoyYlk3QmtPLWp3eHBROUMyZDlfOExMZ01sVWpsamRPRXBtb252VDdYZHRlY1VnMUpjNmxjclIyUDd2cWZuakJzTTlvV1RTUklTTWFaczMxUGFyTjVBUi1jcER6NHgzd01OQnJZMGphNTQ1aGdhTU5SY2FPelhHMEZwbjNteC1sTGFZSXpfLWo4Z0RVVndNZHFGTUtFZnpXaEtSeDB3MjZlT1dOZUxkeEU0bnRkazFCSW9rTExXanJORlBGRzBfX2RoUi1xMGptenkzRWNlZXozeVNzd3JxYVNkUUZPWTVlVEF5NUg3NlE?oc=5"" target=""_blank"">Lymphatic Filariasis in India: Climate change, poor treatment compliance continue to be major challenges</a>&nbsp;&nbsp;<font color=""#6f6f6f"">financialexpress.com</font>"
filariasis India,"As India struggles with burden of Lymphatic Filariasis, patient support groups become a ray of hope - financialexpress.com",https://news.google.com/rss/articles/CBMi-AFBVV95cUxPbVgwd3ZIcXdoLU5xNFlSbDJYa1VjYWFCUjJOTm84bnJRemhXbGhYQTBSaVlJUnY2Wnp6NTU4Y1FGQVFWcnlmVER2eEM0SG9faFhkSl9fU29QZTNEVlVtVE5fZ19pVFFySUpEYVBQVWJfQmJ2Nldid3ByUUFlejcxdXM1LTRuZGExby1pSmxvZm50QXFKcjQwVHJKMkwyN2VBbE5EZFR1YU9UMFEyWGZORUxqandLdEJWRUg4ampVamJCWHNDN0kydkh5b2ZVem5JMWc4MXFPdVN2alZPek5CRkdGSmdwU21pTkpuSkJKMFNkM3NIaXQyXw?oc=5,2023-08-31,"<a href=""https://news.google.com/rss/articles/CBMi-AFBVV95cUxPbVgwd3ZIcXdoLU5xNFlSbDJYa1VjYWFCUjJOTm84bnJRemhXbGhYQTBSaVlJUnY2Wnp6NTU4Y1FGQVFWcnlmVER2eEM0SG9faFhkSl9fU29QZTNEVlVtVE5fZ19pVFFySUpEYVBQVWJfQmJ2Nldid3ByUUFlejcxdXM1LTRuZGExby1pSmxvZm50QXFKcjQwVHJKMkwyN2VBbE5EZFR1YU9UMFEyWGZORUxqandLdEJWRUg4ampVamJCWHNDN0kydkh5b2ZVem5JMWc4MXFPdVN2alZPek5CRkdGSmdwU21pTkpuSkJKMFNkM3NIaXQyXw?oc=5"" target=""_blank"">As India struggles with burden of Lymphatic Filariasis, patient support groups become a ray of hope</a>&nbsp;&nbsp;<font color=""#6f6f6f"">financialexpress.com</font>"
filariasis India,Harnessing the Power of Vector Control: A Key Strategy for Eliminating Lymphatic Filariasis - ET HealthWorld,https://news.google.com/rss/articles/CBMi7wFBVV95cUxOWnk5dHRndndFd1kxTGJkMGJpZkpOTHV6SE56em1CT1FPbmt1LU1scllWWDZfTUV4YktlRFFFV2NNaV9ZdVNvVkZ3T29EWHowQm5jczNQTGxZUHJydmlRSjNpNmNxOXpPZzc1QzdFQWRoLS10WXRoYXNYNnFGdXk5a09IcmVCQmVPSmNhUUZYWTItYnIwS21VSTlxd1piU3pKMERnc3ozcHRSTzd0cGc3U0h5Rm1nMVFZUVdNdm16TjVaMWhPWXBudmVzWW8zRmVjT0JNSk0zUUdxTFdoRHZWVHBtU0FkcHg3MkwxSWR2c9IB9AFBVV95cUxNaFgwTTRWX1p4WGRZbFB6c1FNelJZTnpaemFZYTJvc0h0NXRJZHlGTjREaDZwSHBSWmR1S1FsMWZtbi1fTHYwcTd2T2Uza2o4RmpjN2xoWjJlRHFWeUFRR3JwUWJ0WF9RMC1FZll5X1dyN0VIVlBNOEM2Rm92b3RDZkl2WnladkhubjNUbTJrdGVrbmNzYUkyVVl3RVhJbUlGaXZwMTYxTVdpcFZnX09nWXQzYU1FN3JpeEItd2xIVGxzZHVYTjhQVVd3SnNOTUpad0VxVERBZ3ROaDNBdDNJNGxUeDV2UktDNTB3VFlWcHNXMl9k?oc=5,2023-09-22,"<a href=""https://news.google.com/rss/articles/CBMi7wFBVV95cUxOWnk5dHRndndFd1kxTGJkMGJpZkpOTHV6SE56em1CT1FPbmt1LU1scllWWDZfTUV4YktlRFFFV2NNaV9ZdVNvVkZ3T29EWHowQm5jczNQTGxZUHJydmlRSjNpNmNxOXpPZzc1QzdFQWRoLS10WXRoYXNYNnFGdXk5a09IcmVCQmVPSmNhUUZYWTItYnIwS21VSTlxd1piU3pKMERnc3ozcHRSTzd0cGc3U0h5Rm1nMVFZUVdNdm16TjVaMWhPWXBudmVzWW8zRmVjT0JNSk0zUUdxTFdoRHZWVHBtU0FkcHg3MkwxSWR2c9IB9AFBVV95cUxNaFgwTTRWX1p4WGRZbFB6c1FNelJZTnpaemFZYTJvc0h0NXRJZHlGTjREaDZwSHBSWmR1S1FsMWZtbi1fTHYwcTd2T2Uza2o4RmpjN2xoWjJlRHFWeUFRR3JwUWJ0WF9RMC1FZll5X1dyN0VIVlBNOEM2Rm92b3RDZkl2WnladkhubjNUbTJrdGVrbmNzYUkyVVl3RVhJbUlGaXZwMTYxTVdpcFZnX09nWXQzYU1FN3JpeEItd2xIVGxzZHVYTjhQVVd3SnNOTUpad0VxVERBZ3ROaDNBdDNJNGxUeDV2UktDNTB3VFlWcHNXMl9k?oc=5"" target=""_blank"">Harnessing the Power of Vector Control: A Key Strategy for Eliminating Lymphatic Filariasis</a>&nbsp;&nbsp;<font color=""#6f6f6f"">ET HealthWorld</font>"
